student_id,CGPA,backlogs,skills_score,interview_score,resume_score,communication_score,consistency_score,time_management_score,hackathons_participated,projects_count,certifications_count,github_activity,internships_completed,selected
ST_01528,6.88,0,91,4,7,6,7,9,0,3,0,96,2,1
ST_01529,9.11,0,52,3,8,10,10,6,0,0,0,4,1,1
ST_01530,7.93,0,60,1,6,9,7,6,0,2,2,82,1,1
ST_01531,6.9,0,63,6,7,6,5,3,0,1,1,6,3,1
ST_01532,8.25,0,93,10,5,7,10,10,0,0,1,67,0,1
ST_01533,8.72,0,95,1,8,8,9,5,0,0,3,100,2,1
ST_01534,6.73,0,61,1,10,1,6,10,3,3,2,8,0,0
ST_01535,7.36,0,68,7,3,7,10,9,2,0,2,18,0,0
ST_01536,6.05,0,63,1,8,7,9,8,0,3,0,88,2,0
ST_01537,6.32,1,83,3,10,3,8,10,0,2,0,64,2,0
ST_01538,8.57,0,51,5,7,7,10,3,1,0,0,67,1,1
ST_01539,6.32,0,59,3,9,4,9,1,0,1,1,81,1,0
ST_01540,7.86,1,81,6,6,6,1,6,0,3,1,70,1,0
ST_01541,8.69,0,73,9,10,2,2,7,0,2,0,82,2,1
ST_01542,5.98,1,54,2,10,4,8,10,0,1,1,51,0,0
ST_01543,8.05,1,90,7,2,10,6,9,1,3,0,86,2,1
ST_01544,6.65,0,92,4,5,10,1,10,3,0,1,27,0,0
ST_01545,9.83,0,43,6,9,4,10,8,0,3,1,92,0,1
ST_01546,7.68,1,92,10,7,5,1,1,0,3,1,5,0,1
ST_01547,9.13,0,53,10,3,6,1,10,0,2,3,43,1,1
ST_01548,7.98,0,40,6,2,4,3,4,2,3,1,26,2,1
ST_01549,5.7,1,72,8,8,6,9,4,2,2,0,45,1,0
ST_01550,8.35,0,99,7,8,9,6,1,0,2,0,3,3,1
ST_01551,9.78,0,89,5,1,4,2,6,2,2,1,86,0,1
ST_01552,8.21,0,86,7,2,7,8,1,0,1,2,29,1,1
ST_01553,9.19,0,82,6,5,7,10,2,0,2,3,44,2,1
ST_01554,9.48,0,89,5,5,8,3,2,1,1,3,57,1,1
ST_01555,6.53,0,68,9,7,2,1,5,0,1,1,61,1,0
ST_01556,6.45,0,95,4,5,1,10,9,0,1,1,53,1,0
ST_01557,8.25,0,49,7,9,9,6,5,1,0,1,23,2,1
ST_01558,7.35,1,75,7,1,9,4,1,0,1,1,95,2,1
ST_01559,9.28,0,53,3,5,4,6,4,0,3,0,74,0,1
ST_01560,9.55,0,61,8,3,4,8,5,0,1,0,29,2,1
ST_01561,7.09,0,89,9,10,10,4,10,0,2,1,89,0,1
ST_01562,6.57,1,72,5,6,3,4,10,0,0,0,79,0,0
ST_01563,9.01,0,67,1,1,3,6,4,0,1,2,56,2,0
ST_01564,6.74,0,46,1,2,5,2,3,1,0,2,52,0,0
ST_01565,9.2,2,75,5,9,5,3,9,2,0,1,69,2,0
ST_01566,7.41,1,75,2,9,4,2,1,0,2,0,88,0,0
ST_01567,8.5,0,89,2,2,5,9,6,0,2,1,83,0,0
ST_01568,5.93,0,80,6,4,3,4,6,1,1,1,9,0,0
ST_01569,8.31,2,73,5,10,6,3,6,3,1,1,0,0,0
ST_01570,7.53,1,76,2,3,8,2,5,0,3,1,43,1,0
ST_01571,8.14,0,45,5,8,6,1,10,2,0,2,58,0,1
ST_01572,6.26,0,74,4,1,7,2,3,0,0,2,10,0,0
ST_01573,8.82,0,66,6,9,8,4,9,3,2,1,75,0,1
ST_01574,9.38,0,69,1,4,7,4,6,0,0,0,19,0,0
ST_01575,6.48,0,71,3,8,10,7,3,3,4,1,75,1,1
ST_01576,5.93,0,58,5,8,5,3,5,0,2,3,59,0,0
ST_01577,5.61,0,61,8,6,6,7,10,3,1,2,43,1,0
ST_01578,8.39,0,60,2,10,6,4,1,0,1,0,15,2,0
ST_01579,8.23,0,44,8,9,9,9,10,0,2,2,78,1,1
ST_01580,7.96,0,60,8,8,5,7,9,1,0,0,61,2,1
ST_01581,6.54,0,80,6,3,4,2,8,1,3,1,89,0,1
ST_01582,7.26,0,95,5,6,2,9,8,1,2,2,55,0,1
ST_01583,8.18,2,59,7,2,4,9,10,0,0,1,74,2,0
ST_01584,7.74,0,77,6,1,2,2,7,1,2,1,2,1,0
ST_01585,9.95,0,70,9,5,7,8,6,2,0,0,1,1,1
ST_01586,6.11,0,76,2,7,10,7,10,0,0,0,43,1,0
ST_01587,8.63,0,98,6,6,6,1,2,0,2,2,82,0,1
ST_01588,7.32,0,45,7,4,6,1,7,2,2,2,95,0,0
ST_01589,7.43,0,70,1,4,1,8,3,1,2,2,86,1,0
ST_01590,8.73,0,86,9,9,3,10,5,1,0,0,43,1,1
ST_01591,8.62,0,82,8,3,2,5,4,2,2,2,23,0,1
ST_01592,9.96,0,63,5,2,4,9,1,1,0,0,12,2,0
ST_01593,6.08,0,93,5,6,9,3,7,1,2,0,0,0,0
ST_01594,5.97,1,93,9,1,8,3,1,3,2,1,38,0,0
ST_01595,8.76,1,57,2,2,1,8,4,2,2,1,4,2,0
ST_01596,8.1,0,94,6,4,7,5,8,1,3,0,12,1,1
ST_01597,6.73,1,99,4,9,10,1,9,0,3,0,100,1,0
ST_01598,5.86,3,68,4,4,1,9,9,0,4,1,7,0,0
ST_01599,5.89,0,99,8,10,9,2,8,0,4,0,50,0,1
ST_01600,9.52,0,100,3,3,9,7,5,1,2,0,48,1,1
ST_01601,6.36,2,90,8,1,3,8,6,0,4,1,48,0,0
ST_01602,6.96,0,51,10,8,2,4,2,0,3,0,47,2,0
ST_01603,6.52,0,51,5,4,8,3,9,0,2,1,39,2,0
ST_01604,7.1,3,68,2,2,6,1,2,1,0,2,29,2,0
ST_01605,5.81,0,100,5,7,3,10,1,2,0,0,43,0,0
ST_01606,7.84,1,46,4,1,5,7,5,2,3,3,91,1,0
ST_01607,5.8,1,55,9,3,10,7,10,0,1,0,92,0,0
ST_01608,9.1,0,51,6,10,9,9,8,0,3,0,52,0,1
ST_01609,6.55,0,60,3,5,8,6,3,0,1,1,35,0,0
ST_01610,7.93,0,43,2,7,10,4,6,0,1,1,83,0,0
ST_01611,9.46,0,81,7,3,2,1,9,1,2,1,68,2,1
ST_01612,8.43,0,99,1,4,4,6,8,0,3,0,70,0,0
ST_01613,7.9,0,56,5,5,10,2,6,0,0,2,29,0,0
ST_01614,6.96,0,67,5,10,9,10,2,0,3,3,37,3,1
ST_01615,7.0,0,70,4,2,8,9,4,0,2,3,6,0,0
ST_01616,8.51,0,86,3,9,3,7,7,0,1,1,74,1,1
ST_01617,9.97,0,47,9,7,2,1,9,0,1,1,74,0,1
ST_01618,8.48,1,85,4,2,4,4,10,0,0,2,83,0,0
ST_01619,8.01,0,89,9,6,2,5,2,0,0,2,32,2,1
ST_01620,8.79,0,65,7,7,10,3,7,0,1,3,78,0,1
ST_01621,7.59,3,79,9,10,7,9,8,1,0,2,67,1,0
ST_01622,5.77,0,85,2,4,10,9,10,3,0,1,50,0,0
ST_01623,8.03,0,94,2,4,6,9,7,0,3,0,9,0,1
ST_01624,9.81,0,87,8,8,1,2,5,1,2,1,37,0,1
ST_01625,6.29,0,70,9,2,2,3,5,2,2,2,39,0,1
ST_01626,8.61,0,58,2,2,10,10,9,0,0,0,2,0,0
ST_01627,6.4,0,98,6,2,8,7,1,0,3,0,23,1,0
ST_01628,7.91,0,46,6,2,10,6,7,0,3,0,1,0,0
ST_01629,5.94,0,88,7,7,8,8,2,0,2,3,22,0,1
ST_01630,7.53,0,44,5,4,6,1,5,1,3,2,50,0,0
ST_01631,8.9,0,52,3,5,10,8,6,0,3,0,58,2,1
ST_01632,7.06,0,57,10,8,10,1,10,2,2,0,41,2,1
ST_01633,8.49,0,57,3,7,7,6,4,0,2,1,18,1,0
ST_01634,9.08,1,90,6,8,2,8,4,2,0,1,7,2,1
ST_01635,9.67,0,94,1,5,1,10,5,2,1,0,25,0,1
ST_01636,6.56,0,89,8,8,6,7,4,3,0,3,81,0,1
ST_01637,7.3,0,59,7,1,10,3,3,1,0,1,43,1,0
ST_01638,6.19,1,91,7,5,3,7,10,0,0,1,47,1,0
ST_01639,9.97,0,88,6,10,1,3,9,1,3,2,72,0,1
ST_01640,9.67,0,62,3,2,1,3,1,0,1,0,35,0,0
ST_01641,7.93,0,75,9,5,3,5,6,2,4,1,8,3,1
ST_01642,9.29,0,88,10,2,10,2,1,0,2,1,96,2,1
ST_01643,7.84,0,90,6,6,7,1,5,0,1,3,10,0,1
ST_01644,8.31,1,79,6,9,2,4,3,2,1,0,40,1,1
ST_01645,5.9,0,91,6,2,4,4,5,0,1,2,61,0,0
ST_01646,8.9,0,72,6,10,4,4,8,0,4,1,87,0,1
ST_01647,6.07,0,46,6,2,6,10,8,0,3,2,23,0,0
ST_01648,9.22,0,79,4,10,7,10,9,1,0,2,31,0,1
ST_01649,9.02,0,44,2,3,2,9,4,1,3,0,32,0,0
ST_01650,8.69,0,71,1,10,1,3,2,1,2,0,80,2,0
ST_01651,5.66,0,48,8,5,6,6,8,2,0,0,89,0,0
ST_01652,6.86,0,69,5,10,3,7,8,0,2,1,44,1,0
ST_01653,6.68,0,71,3,9,6,7,9,0,2,2,32,0,1
ST_01654,7.12,0,78,9,3,2,5,10,1,1,0,1,0,0
ST_01655,5.89,0,43,3,9,10,2,7,1,2,1,65,2,0
ST_01656,9.72,0,64,5,9,7,2,2,0,0,2,77,1,1
ST_01657,7.99,1,61,2,9,10,9,8,0,1,2,20,3,1
ST_01658,6.87,0,98,6,4,8,1,7,0,0,1,86,3,1
ST_01659,7.29,0,47,9,10,5,1,6,0,4,2,21,0,0
ST_01660,7.51,1,41,1,6,9,8,6,0,2,0,99,0,0
ST_01661,8.2,0,76,3,2,6,7,9,0,0,0,64,2,0
ST_01662,7.82,1,74,10,1,3,9,5,0,1,0,31,3,1
ST_01663,9.64,0,76,1,2,2,6,8,0,0,1,28,1,0
ST_01664,7.74,0,95,5,4,7,3,10,1,2,1,68,1,1
ST_01665,9.96,0,100,5,7,1,2,9,2,0,0,35,1,1
ST_01666,9.33,0,61,4,2,1,7,6,0,3,0,24,0,1
ST_01667,6.44,0,40,5,10,8,1,6,0,3,0,21,1,0
ST_01668,9.69,1,78,8,1,6,8,1,3,2,0,68,2,1
ST_01669,6.02,0,81,8,3,3,8,10,0,1,3,51,1,0
ST_01670,9.18,0,87,6,7,9,9,9,3,1,3,66,0,1
ST_01671,7.21,0,72,4,3,1,9,9,0,1,0,23,0,0
ST_01672,9.45,0,88,4,2,5,9,4,2,2,0,96,0,1
ST_01673,9.41,0,43,5,1,1,7,3,0,2,2,91,0,1
ST_01674,9.13,0,87,5,3,7,3,3,0,2,0,46,2,1
ST_01675,9.06,0,48,2,7,1,10,2,3,1,3,84,0,1
ST_01676,6.87,0,47,6,3,4,6,8,3,3,0,79,0,0
ST_01677,5.86,1,97,7,5,2,6,10,0,0,1,10,0,0
ST_01678,7.31,1,90,3,6,10,2,2,3,1,2,5,1,0
ST_01679,6.28,0,61,10,5,9,4,7,0,2,0,50,1,1
ST_01680,8.63,0,88,4,1,3,2,5,1,0,0,82,0,0
ST_01681,7.06,0,81,9,5,6,3,6,0,2,2,60,0,1
ST_01682,9.89,2,88,4,3,7,7,8,0,3,3,81,0,1
ST_01683,8.38,0,93,10,8,2,8,5,1,2,1,43,1,1
ST_01684,9.2,0,60,7,5,1,1,4,0,0,2,9,0,1
ST_01685,6.1,0,87,2,8,2,8,4,0,0,3,75,2,0
ST_01686,9.38,0,93,5,9,8,8,8,0,1,0,32,0,1
ST_01687,9.65,1,80,6,2,9,7,4,0,1,0,63,0,0
ST_01688,7.69,0,67,2,4,8,7,10,1,4,0,14,1,1
ST_01689,8.23,0,76,1,10,1,3,1,0,2,0,75,0,0
ST_01690,8.94,0,41,9,1,2,9,5,1,1,1,49,1,1
ST_01691,6.29,0,85,7,10,4,3,1,0,3,0,4,0,0
ST_01692,7.76,0,56,8,9,8,7,1,0,2,0,0,1,1
ST_01693,7.29,1,70,5,10,9,8,2,0,1,0,37,1,0
ST_01694,6.16,1,84,5,8,7,2,8,1,1,0,97,2,0
ST_01695,7.15,3,52,1,2,8,4,8,0,0,0,11,0,0
ST_01696,5.81,0,98,3,6,9,4,8,0,4,0,29,0,0
ST_01697,5.62,0,84,7,5,4,7,2,0,2,2,10,0,0
ST_01698,6.11,1,57,10,5,4,6,3,2,3,2,72,2,0
ST_01699,9.83,0,63,9,3,3,10,10,0,1,2,43,2,1
ST_01700,7.97,0,70,8,1,7,6,3,1,3,2,45,0,0
ST_01701,9.85,0,72,5,6,4,6,4,0,0,3,70,0,1
ST_01702,7.45,2,93,3,6,1,9,2,0,4,0,80,0,0
ST_01703,6.9,0,92,9,5,8,4,1,0,3,2,51,0,1
ST_01704,7.78,0,70,4,9,1,10,7,0,1,1,62,0,0
ST_01705,7.48,0,97,9,10,3,2,8,0,2,0,25,0,1
ST_01706,5.98,1,66,3,9,9,2,10,3,2,1,26,1,0
ST_01707,8.38,1,96,7,10,10,9,9,0,3,0,96,2,1
ST_01708,6.47,0,75,1,1,1,4,4,0,1,0,38,3,0
ST_01709,8.29,0,60,10,7,1,10,1,0,1,0,4,0,0
ST_01710,8.43,0,44,5,6,3,9,5,0,3,1,100,1,0
ST_01711,6.18,0,50,9,3,7,1,5,0,2,2,72,2,1
ST_01712,5.78,2,73,9,4,6,2,2,2,1,0,86,0,0
ST_01713,9.01,0,98,6,4,5,7,5,0,3,2,93,1,1
ST_01714,7.57,0,73,6,4,4,7,5,1,0,0,35,0,0
ST_01715,5.76,0,96,3,7,5,1,9,0,2,0,0,0,0
ST_01716,9.98,0,100,9,4,5,8,4,0,1,0,51,0,1
ST_01717,5.76,0,99,1,10,7,7,1,0,1,2,7,0,0
ST_01718,8.63,1,87,7,6,10,10,7,0,1,3,0,1,1
ST_01719,9.93,0,42,3,1,6,2,5,0,1,0,73,0,1
ST_01720,6.58,0,45,2,8,9,1,9,0,2,3,6,0,0
ST_01721,6.14,0,59,5,4,3,2,3,0,2,2,37,0,0
ST_01722,6.05,1,43,5,3,7,7,4,1,1,0,58,2,0
ST_01723,6.86,1,76,2,9,6,10,2,0,0,1,59,0,0
ST_01724,5.95,0,92,8,2,3,4,6,1,2,2,66,1,1
ST_01725,8.61,0,78,2,8,7,6,3,0,1,1,6,1,0
ST_01726,5.78,0,46,8,6,7,5,6,2,2,1,7,0,0
ST_01727,7.79,0,99,6,6,10,8,2,0,2,1,33,0,0
ST_01728,9.99,0,56,10,10,1,7,7,0,3,0,39,1,1
ST_01729,9.16,1,77,4,6,6,7,9,3,2,0,41,0,0
ST_01730,8.27,0,75,3,2,7,9,8,0,0,1,95,0,1
ST_01731,6.88,3,73,9,7,2,4,2,0,3,2,31,1,0
ST_01732,8.31,0,45,6,8,10,9,2,0,4,2,68,0,1
ST_01733,7.87,0,78,5,8,3,3,1,0,1,1,90,0,1
ST_01734,7.42,0,41,10,10,9,3,6,3,4,0,12,0,1
ST_01735,6.09,0,57,3,7,8,5,5,1,2,0,54,0,0
ST_01736,9.49,0,81,3,7,1,10,2,1,1,2,11,1,1
ST_01737,7.52,0,66,6,5,3,3,3,3,1,1,73,1,1
ST_01738,6.38,0,78,10,4,3,9,9,0,2,1,0,1,0
ST_01739,7.15,0,80,4,4,3,1,8,0,1,0,84,1,0
ST_01740,7.36,1,90,4,2,2,6,8,1,0,0,6,0,0
ST_01741,9.22,2,58,8,4,5,7,2,0,0,0,9,0,0
ST_01742,8.8,0,71,2,7,3,1,4,0,1,2,80,0,0
ST_01743,8.96,1,63,6,2,3,5,9,0,1,1,36,0,0
ST_01744,5.55,0,73,9,7,1,9,10,2,2,1,47,3,1
ST_01745,7.37,0,64,3,9,6,6,8,0,1,2,64,2,1
ST_01746,7.67,0,94,5,10,10,4,10,1,4,0,41,0,1
ST_01747,5.59,2,63,7,3,9,4,4,0,1,0,12,0,0
ST_01748,6.67,0,64,1,8,6,5,7,0,1,0,22,0,0
ST_01749,8.92,0,51,8,5,6,5,8,1,0,1,56,0,0
ST_01750,6.12,0,69,6,10,4,6,8,3,1,2,91,0,0
ST_01751,7.91,0,90,4,10,1,3,7,0,0,2,18,1,0
ST_01752,6.47,0,45,6,10,2,4,6,0,2,1,31,2,0
ST_01753,5.55,0,69,2,4,2,5,2,0,2,1,9,1,0
ST_01754,6.59,0,95,4,8,10,2,8,1,0,2,81,0,1
ST_01755,9.89,0,72,8,10,1,10,2,0,1,1,7,0,1
ST_01756,9.11,0,54,4,1,2,4,3,0,0,0,15,1,0
ST_01757,9.82,0,68,5,7,5,7,3,1,3,1,34,2,1
ST_01758,7.7,0,93,2,9,4,4,2,0,2,2,57,2,1
ST_01759,5.99,0,90,3,7,8,8,9,0,0,1,80,2,0
ST_01760,7.97,0,53,3,9,3,1,7,2,1,0,47,1,0
ST_01761,7.54,0,95,2,7,4,9,9,2,4,0,47,1,1
ST_01762,9.3,0,64,8,2,8,5,2,2,1,1,22,0,1
ST_01763,5.94,1,84,3,5,1,2,7,0,2,0,25,1,0
ST_01764,7.7,0,100,1,4,7,6,6,2,1,1,54,0,0
ST_01765,6.18,0,44,2,10,6,4,3,1,2,0,22,0,0
ST_01766,6.96,2,41,8,8,5,8,3,0,4,1,49,1,0
ST_01767,8.82,0,86,1,10,1,8,8,1,4,0,22,0,1
ST_01768,7.64,0,55,1,9,2,10,8,0,2,3,53,0,0
ST_01769,7.19,2,78,1,9,5,7,2,1,1,0,55,0,0
ST_01770,7.28,0,99,10,3,9,3,1,1,1,1,44,0,1
ST_01771,7.57,0,93,8,3,7,10,2,1,1,0,70,0,1
ST_01772,9.03,0,77,6,5,7,4,10,0,4,0,11,0,1
ST_01773,9.51,0,99,7,2,1,3,5,1,2,1,21,0,1
ST_01774,9.8,0,56,4,4,8,1,8,0,1,0,16,0,0
ST_01775,9.04,0,70,8,3,4,7,4,2,0,1,76,3,1
ST_01776,6.92,1,40,2,6,2,10,6,1,2,0,47,0,0
ST_01777,8.6,2,45,9,1,7,8,4,0,4,1,77,0,0
ST_01778,7.47,0,70,4,5,6,8,8,0,2,1,70,1,0
ST_01779,6.65,1,45,1,4,9,8,4,1,0,2,49,2,0
ST_01780,9.28,0,75,2,1,9,1,3,0,0,1,82,1,0
ST_01781,5.67,0,47,8,4,4,1,1,1,1,2,58,0,0
ST_01782,9.56,2,68,9,7,5,10,4,0,3,2,38,1,0
ST_01783,7.58,0,48,5,3,5,5,8,1,4,0,70,1,1
ST_01784,8.37,0,61,4,5,8,10,5,0,3,2,59,1,1
ST_01785,8.47,0,49,10,8,1,3,7,0,2,1,90,1,1
ST_01786,9.53,0,63,7,3,6,1,6,3,2,0,16,2,1
ST_01787,8.37,0,79,2,3,5,2,7,1,2,3,33,2,0
ST_01788,8.26,0,41,7,8,2,8,7,0,2,0,74,1,0
ST_01789,5.8,1,59,9,3,4,5,8,3,2,1,8,0,0
ST_01790,7.83,0,56,2,2,7,4,9,0,1,1,38,1,1
ST_01791,6.18,0,72,8,2,2,2,3,1,2,1,66,2,0
ST_01792,8.82,0,53,6,8,6,8,9,0,0,1,22,0,0
ST_01793,7.8,0,71,6,6,5,6,1,0,1,0,39,3,1
ST_01794,8.56,2,93,4,10,1,8,4,0,3,0,3,0,0
ST_01795,5.69,2,94,9,3,1,1,5,0,3,0,56,0,0
ST_01796,5.88,0,76,8,10,8,3,4,2,2,0,15,2,1
ST_01797,8.72,0,63,7,10,9,1,6,2,0,2,58,0,1
ST_01798,5.82,1,80,5,1,7,4,8,0,3,2,84,0,0
ST_01799,5.82,0,59,5,6,9,5,4,0,2,1,24,0,0
ST_01800,5.55,0,88,2,9,2,6,7,2,1,0,4,0,0
ST_01801,9.8,0,45,5,6,10,6,7,0,2,1,0,0,1
ST_01802,8.82,1,72,3,1,10,7,8,0,1,0,95,0,1
ST_01803,7.09,0,89,7,6,8,6,9,0,1,2,100,0,1
ST_01804,6.83,0,67,9,9,6,3,6,0,3,0,19,3,1
ST_01805,7.07,0,50,10,6,7,2,1,0,0,1,10,3,0
ST_01806,8.99,0,75,6,3,7,8,2,1,0,1,96,0,1
ST_01807,8.48,1,59,10,2,6,6,1,0,0,3,99,1,0
ST_01808,6.33,0,45,7,8,4,1,1,2,1,0,31,0,0
ST_01809,6.28,0,47,7,2,3,10,6,0,0,0,82,0,0
ST_01810,5.94,0,58,7,7,9,10,1,0,1,3,38,0,0
ST_01811,8.47,1,54,4,3,5,9,6,0,0,1,44,3,0
ST_01812,8.94,0,61,6,5,1,2,6,1,1,1,56,2,1
ST_01813,6.69,0,90,7,3,1,10,8,0,1,2,81,0,1
ST_01814,5.59,0,41,10,3,8,5,3,0,0,0,35,0,0
ST_01815,5.87,0,100,4,7,5,2,6,1,2,0,41,0,0
ST_01816,9.86,1,67,9,7,5,9,10,0,2,0,87,1,1
ST_01817,6.83,2,75,9,7,2,9,9,1,0,2,95,1,0
ST_01818,8.96,0,75,4,4,8,3,10,3,2,2,8,0,1
ST_01819,8.31,0,83,8,8,6,2,8,0,4,1,23,1,1
ST_01820,7.22,0,57,8,9,1,8,6,0,3,1,78,0,1
ST_01821,6.43,0,51,2,1,9,9,4,0,0,0,46,2,0
ST_01822,6.05,0,98,6,7,6,2,9,1,2,1,45,1,1
ST_01823,8.27,0,58,9,8,3,9,7,0,1,2,85,0,1
ST_01824,8.99,1,96,8,2,6,3,2,1,0,2,97,1,1
ST_01825,8.4,1,65,1,6,4,1,4,1,1,0,58,2,0
ST_01826,7.89,1,64,5,5,9,6,2,0,1,0,9,0,0
ST_01827,5.69,0,67,5,4,8,2,8,1,2,2,1,0,0
ST_01828,9.86,1,54,9,4,2,1,8,0,2,1,41,2,1
ST_01829,9.09,0,49,2,10,3,4,7,0,2,1,6,0,0
ST_01830,6.82,0,78,5,6,8,9,6,1,1,1,0,0,0
ST_01831,9.91,1,73,1,1,2,8,10,0,1,0,8,0,0
ST_01832,8.21,3,52,8,1,10,3,7,0,1,0,41,2,0
ST_01833,8.12,1,55,8,4,8,8,4,1,1,0,25,1,0
ST_01834,8.87,1,92,2,3,8,6,3,1,4,0,78,2,1
ST_01835,9.15,0,79,10,5,5,5,1,0,2,0,56,1,1
ST_01836,8.45,0,70,1,10,5,1,8,1,4,0,21,0,1
ST_01837,6.08,1,40,3,10,8,9,2,0,2,0,86,1,0
ST_01838,7.02,0,88,9,5,7,2,6,2,1,0,2,1,0
ST_01839,9.68,0,98,7,1,8,9,8,1,1,0,10,0,1
ST_01840,6.51,1,86,7,5,1,5,4,0,1,1,55,0,0
ST_01841,7.17,2,98,10,6,7,3,2,0,1,3,85,0,0
ST_01842,7.44,0,93,4,4,7,10,3,1,3,0,61,1,1
ST_01843,7.48,1,62,5,10,2,7,10,2,1,0,39,2,0
ST_01844,8.26,0,53,7,2,9,1,7,0,1,0,77,1,1
ST_01845,9.74,2,78,2,10,6,5,4,0,2,2,15,3,1
ST_01846,6.58,0,69,3,9,8,5,2,0,3,0,97,0,1
ST_01847,6.05,0,90,3,9,6,7,7,0,1,0,4,2,0
ST_01848,6.39,1,81,7,9,7,8,4,1,2,2,52,2,1
ST_01849,9.49,1,59,7,9,3,8,7,0,0,0,71,0,0
ST_01850,8.41,1,64,6,10,2,1,8,1,2,3,65,3,1
ST_01851,6.79,2,50,1,7,4,4,6,2,0,2,10,0,0
ST_01852,9.17,0,65,10,2,4,6,8,3,0,1,44,2,0
ST_01853,9.38,0,100,8,7,5,10,7,0,2,1,61,2,1
ST_01854,9.31,1,91,10,1,7,2,2,1,1,0,86,1,0
ST_01855,9.64,2,60,10,6,3,7,2,2,2,1,64,1,1
ST_01856,6.64,0,93,4,6,6,9,6,0,3,0,73,0,1
ST_01857,8.9,0,94,8,5,8,10,9,0,0,1,5,1,1
ST_01858,7.57,0,44,7,7,8,5,10,2,2,0,66,0,1
ST_01859,9.29,0,46,1,3,9,5,6,0,2,0,82,1,0
ST_01860,8.78,1,51,7,7,2,5,9,2,0,1,28,1,0
ST_01861,8.99,0,41,4,6,4,9,10,0,2,1,78,2,0
ST_01862,8.45,0,78,5,3,1,5,7,0,2,0,86,0,1
ST_01863,6.3,1,60,6,6,7,4,8,0,2,1,48,2,0
ST_01864,7.95,0,97,5,1,6,8,3,0,3,1,7,2,1
ST_01865,9.93,1,71,2,2,3,4,4,0,2,1,88,1,0
ST_01866,9.72,0,44,8,10,5,8,1,0,4,1,87,0,1
ST_01867,5.69,0,66,8,4,3,7,9,0,2,1,51,0,0
ST_01868,6.24,0,70,5,5,10,8,3,0,0,2,11,0,0
ST_01869,6.09,0,93,5,3,7,2,1,0,1,1,0,1,0
ST_01870,8.77,0,51,7,4,8,4,9,1,0,3,3,1,1
ST_01871,9.18,1,96,2,2,8,3,9,0,2,0,93,3,1
ST_01872,6.46,0,75,5,8,9,7,2,1,2,0,97,0,1
ST_01873,7.78,0,60,1,5,9,9,7,1,1,1,59,0,0
ST_01874,9.28,1,92,4,1,4,6,10,0,0,0,42,1,1
ST_01875,8.8,0,58,8,4,10,4,2,0,1,2,96,2,1
ST_01876,7.94,2,42,1,10,5,10,5,2,0,0,43,2,0
ST_01877,8.16,0,99,10,2,9,4,2,1,2,1,29,2,1
ST_01878,7.79,0,56,1,9,5,3,7,0,2,1,39,0,1
ST_01879,6.84,0,69,4,5,3,6,2,1,4,0,12,1,0
ST_01880,8.04,0,75,10,6,9,3,6,0,0,1,29,2,1
ST_01881,8.6,0,48,5,9,8,5,8,0,2,2,18,0,1
ST_01882,9.43,0,73,9,9,8,5,5,0,2,3,19,0,1
ST_01883,8.36,0,68,5,3,6,5,3,0,3,1,37,0,0
ST_01884,8.93,1,49,1,9,2,7,9,3,2,1,62,0,0
ST_01885,6.22,1,91,3,4,6,5,9,2,0,2,67,1,0
ST_01886,7.58,0,96,4,1,3,1,7,1,1,0,22,0,0
ST_01887,5.54,0,48,7,8,2,7,3,0,2,0,88,0,0
ST_01888,6.61,0,79,2,2,6,7,1,0,2,0,10,0,0
ST_01889,8.77,0,89,4,10,8,10,10,0,3,3,30,1,1
ST_01890,9.96,2,50,8,4,7,3,3,0,0,0,75,0,0
ST_01891,5.95,0,58,5,3,4,6,6,0,4,2,40,1,0
ST_01892,7.31,0,61,6,9,8,5,9,0,0,1,97,0,1
ST_01893,9.1,0,89,3,5,8,1,1,0,4,0,56,0,1
ST_01894,6.42,0,90,4,2,7,7,7,2,3,2,29,0,1
ST_01895,8.0,1,88,9,4,2,4,10,2,2,1,79,0,1
ST_01896,8.8,0,91,2,5,4,2,10,0,2,1,95,0,1
ST_01897,8.27,0,98,3,6,3,2,3,1,0,0,99,0,0
ST_01898,6.35,0,61,2,8,7,8,7,0,0,0,81,2,0
ST_01899,7.1,0,88,2,9,3,3,2,0,0,1,7,1,0
ST_01900,9.03,0,86,9,9,7,6,10,2,0,0,94,0,1
ST_01901,7.99,1,99,8,1,8,8,10,1,2,1,35,0,0
ST_01902,5.52,0,55,7,1,4,7,10,0,1,0,76,3,0
ST_01903,8.92,0,56,9,3,7,3,3,0,3,2,81,1,1
ST_01904,5.66,0,79,8,8,9,9,1,2,1,1,61,0,0
ST_01905,8.86,0,94,9,5,7,2,9,0,2,2,34,1,1
ST_01906,6.41,1,46,2,10,2,8,9,0,2,0,26,1,0
ST_01907,9.81,0,94,7,6,9,7,9,2,1,1,5,1,1
ST_01908,7.16,0,92,9,8,5,10,4,0,1,0,63,0,0
ST_01909,6.97,0,70,9,4,10,2,6,0,1,0,73,0,1
ST_01910,6.17,0,43,8,9,6,5,7,0,2,0,36,0,0
ST_01911,6.88,2,68,1,10,2,5,7,2,2,2,46,2,0
ST_01912,9.44,0,46,3,4,10,10,5,1,1,3,43,1,1
ST_01913,9.98,0,82,8,10,7,2,4,0,3,1,70,0,1
